nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio
Creative Motorsports,"134 Md Blanton Circle, Forest City",28043,5.0,4.0,"car_repair, store, point_of_interest, establishment",35.31406860000001,-81.8619044,Comercio / Servicios
E & H Motorcycle Sales & Service,"122 Md Blanton Circle, Forest City",28043,4.3,63.0,"store, point_of_interest, establishment",35.31402,-81.86149240000002,Comercio / Servicios
Xtreme House Cleaning,"995 South Broadway Street, Forest City",28043,,,"point_of_interest, establishment",35.3095374,-81.85775389999999,Otros / No categorizado
Ingle's,United States,28043,3.0,2.0,"transit_station, point_of_interest, establishment",35.320442,-81.88007499999999,Otros / No categorizado
Mini Barefoot Dragon LLC,"960 South Broadway Street, Forest City",28043,,,"spa, point_of_interest, establishment",35.3105229,-81.8582089,Otros / No categorizado
Rescued Treasures And More,"960 US 221A Highway, Forest City",28043,5.0,1.0,"store, point_of_interest, establishment",35.310569,-81.858143,Comercio / Servicios
Western Union,"Dollar General, 719 South Church Street, Forest City",28043,,,"finance, point_of_interest, establishment",35.32072819999999,-81.878723,Finanzas y Seguros
FedEx OnSite,"719 South Church Street, Forest City",28043,4.3,27.0,"point_of_interest, establishment",35.3207323,-81.8787152,Otros / No categorizado
MuggeepockeTz,"186 Dillashaw Drive, Forest City",28043,5.0,1.0,"point_of_interest, establishment",35.3095109,-81.85744410000001,Otros / No categorizado
Alexander Mills Cemetery,"127 Cemetery Street, Forest City",28043,,,"cemetery, point_of_interest, establishment",35.3061775,-81.8564403,Otros / No categorizado
Jeff's Thrift & Discount Store,"944 South Broadway Street, Forest City",28043,4.0,6.0,"store, point_of_interest, establishment",35.3109296,-81.8580724,Comercio / Servicios
Blt Thrift Store,"944 South Broadway Street, Forest City",28043,4.5,42.0,"store, point_of_interest, establishment",35.310945,-81.858018,Comercio / Servicios
Hardins Drug,"720 South Church Street, Forest City",28043,4.4,73.0,"pharmacy, drugstore, health, store, point_of_interest, establishment",35.32119950000001,-81.87955219999999,Comercio / Servicios
Madrid,Madrid,28044,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Pizza Pazza,"Avenida de la Aviación, 73, Madrid",28044,4.6,987.0,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",40.3750556,-3.7747428,Restauración
Farmacia Guareña,"Calle de Guareña, 8, Madrid",28044,3.9,87.0,"pharmacy, point_of_interest, store, health, establishment",40.388217,-3.7661239,Comercio / Servicios
BBVA,"Calle de Oliva de Plasencia, 1, Madrid",28044,2.9,40.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3785488,-3.7798181,Comercio / Servicios
BBVA,"Calle de Eugenia de Montijo, 112, Madrid",28044,2.4,35.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.37444329999999,-3.7512656,Comercio / Servicios
BBVA,"Calle de José de Cadalso, 70, Madrid",28044,2.4,34.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3785658,-3.7692901,Comercio / Servicios
El Encuentro,"Calle de Guareña, 9, Madrid",28044,3.6,55.0,"bar, point_of_interest, establishment",40.3873421,-3.7654032,Restauración
Cuatro Vientos Airport,"Edificio terminal, Carretera Barrio de la Fortuna, s/n, Madrid",28044,4.5,686.0,"airport, point_of_interest, establishment",40.3685237,-3.7806676,Otros / No categorizado
I.E.S. PARK ALUCHE,"Calle de Maqueda, 86, Madrid",28044,,,"secondary_school, school, point_of_interest, establishment",40.3904061,-3.76395,Educación
Dreamfit,"CC Plaza Aluche, Madrid",28044,3.5,698.0,"gym, point_of_interest, health, establishment",40.3857405,-3.763684,Comercio / Servicios
San Jose Institute Foundation,"Avenida de la Hospitalidad, s/n, Madrid",28044,4.2,611.0,"hospital, point_of_interest, health, establishment",40.3624251,-3.772472300000001,Salud
Concerted Learning Center Enriqueta Aymer,"Calle Mirabel, 38, Madrid",28044,,,"school, point_of_interest, establishment",40.3791696,-3.7802238,Educación
Lottery Administration 336 The Monster,"Calle del General Millan Astray, 19, Madrid",28044,4.2,106.0,"point_of_interest, establishment",40.3782338,-3.7663063,Otros / No categorizado
BBVA,"Avenida de la Peseta, 55, Madrid",28044,1.9,92.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3627994,-3.7595704,Comercio / Servicios
UNED Jacinto Verdaguer,"Calle de Fuente de Lima, 22, Madrid",28044,4.1,141.0,"university, point_of_interest, establishment",40.3827129,-3.782644699999999,Educación
Colegio Ábaco,"Avenida de la Peseta, 8, Madrid",28044,,,"school, point_of_interest, establishment",40.36779629999999,-3.765218900000001,Educación
Bar Restaurante Los Toledanos,"Avenida de Las Águilas, 142, Madrid",28044,4.3,810.0,"cafe, restaurant, food, point_of_interest, establishment",40.3810534,-3.7828275,Restauración
Saneamientos Chamorro,"Calle del General Millan Astray, 17, Madrid",28044,3.8,22.0,"plumber, point_of_interest, establishment",40.3783657,-3.7663761,Otros / No categorizado
IES Leonardo Da Vinci,"Calle de Blas Cabrera, 90, Madrid",28044,,,"secondary_school, school, point_of_interest, establishment",40.3779304,-3.7644442,Educación
Carabanchel,Carabanchel,28044,,,"sublocality_level_1, sublocality, political",40.3778181,-3.7512317,Administración / Localidad
Gimnasio Holiday Gym Aluche,"Calle de Maqueda, 30, Madrid",28044,2.9,374.0,"gym, health, point_of_interest, establishment",40.39363350000001,-3.765293599999999,Comercio / Servicios
Residencia para Mayores Ballesol Latina *****,"Calle de la Casuarina, 4, Madrid",28044,4.1,128.0,"health, point_of_interest, establishment",40.381531,-3.764684000000001,Salud
AZALEA NOVIAS,"Calle de Ocaña, 69, Madrid",28044,4.4,477.0,"clothing_store, point_of_interest, store, establishment",40.38519829999999,-3.7535829,Comercio / Servicios
Don Antonio,"Avenida de Carabanchel Alto, 58, Madrid",28044,4.2,2025.0,"restaurant, food, point_of_interest, establishment",40.3704292,-3.7532615,Restauración
"Arterapia, Center for Physiotherapy and Pilates","Calle de Maqueda, 58, Madrid",28044,4.7,30.0,"physiotherapist, health, point_of_interest, establishment",40.3922853,-3.7638968,Salud
Planetthouse,"Avenida de Las Águilas, 2, Madrid",28044,,,"electronics_store, home_goods_store, point_of_interest, store, establishment",40.3845839,-3.764989500000001,Comercio / Servicios
Bazán Abogados,"Calle de Camarena, 330, Madrid",28044,3.7,22.0,"lawyer, accounting, finance, point_of_interest, establishment",40.3850495,-3.758709,Finanzas y Seguros
Escuni,"Avenida de Nuestra Señora de Fátima, 102, Madrid",28044,4.5,96.0,"university, point_of_interest, establishment",40.37847970000001,-3.7492655,Educación
Vodafone,"Plaza De Aluche, Centro Comercial Plaza De Aluche Local B11 - Avenida Poblados, 58 Centro Comercial, Local B11, Madrid",28044,3.4,657.0,"point_of_interest, store, establishment",40.3864175,-3.764143099999999,Comercio / Servicios
San Gabriel High School,"Calle de Eugenia de Montijo, 92, Madrid",28044,,,"school, point_of_interest, establishment",40.3776579,-3.7489193,Educación
Restaurante Punto de Encuentro,"Calle de Maqueda, 138, Madrid",28044,4.2,878.0,"bar, point_of_interest, establishment",40.38741149999999,-3.7617364,Restauración
REFORMAS JOAQUIN FERNANDEZ,"Calle Jacobinia, 50, Madrid",28044,3.8,95.0,"general_contractor, painter, roofing_contractor, plumber, furniture_store, home_goods_store, point_of_interest, store, establishment",40.3775092,-3.7524163,Comercio / Servicios
Locales de ensayo Circulo Ipanema,"Calle del Parque Eugenia de Montijo, 50, Madrid",28044,4.7,128.0,"point_of_interest, store, establishment",40.3786444,-3.751744,Comercio / Servicios
College Archangel Raphael,"Calle de Maqueda, 4, Madrid",28044,,,"secondary_school, school, point_of_interest, establishment",40.39468329999999,-3.765359799999999,Educación
"Acoser sewing machines, S.L.","Calle de Valmojado, 275, Madrid",28044,4.7,227.0,"point_of_interest, store, establishment",40.3872954,-3.759071,Comercio / Servicios
Deportes Madrid,"Calle de Valmojado, 285, Madrid",28044,4.7,44.0,"point_of_interest, store, establishment",40.3864863,-3.7579272,Comercio / Servicios
Public Library ANTONIO MINGOTE,"Calle Rafael Finat, 51, Madrid",28044,4.1,358.0,"library, point_of_interest, establishment",40.3793563,-3.7694296,Otros / No categorizado
GESPAIN INMOBILIARIA ALUCHE-CAMPAMENTO,"Calle de Tembleque, 111, Madrid",28044,4.8,126.0,"real_estate_agency, point_of_interest, establishment",40.39103310000001,-3.7649398,Comercio / Servicios
Halcón Viajes,"Avenida de los Poblados, 58, Madrid",28044,4.5,42.0,"travel_agency, point_of_interest, establishment",40.38576279999999,-3.7630476,Otros / No categorizado
Centro Deportivo Municipal Aluche,"Avenida de Las Águilas, 14, Madrid",28044,3.8,3554.0,"gym, health, point_of_interest, establishment",40.3839088,-3.771470599999999,Comercio / Servicios
Clínica Melisa,"Calle Aldeanueva de la Vera, 16, local posterior, Madrid",28044,4.3,105.0,"physiotherapist, gym, hair_care, beauty_salon, doctor, health, point_of_interest, establishment",40.3804155,-3.7777342,Comercio / Servicios
Seyfa administración de fincas,"Calle de Joaquín Turina, 31, Madrid",28044,3.3,16.0,"real_estate_agency, point_of_interest, establishment",40.37225360000001,-3.7533684,Comercio / Servicios
Wedding dresses - Vega Brides,"Calle de Maqueda, 10, Madrid",28044,4.3,152.0,"shoe_store, clothing_store, point_of_interest, store, establishment",40.3940443,-3.7652899,Comercio / Servicios
Occident – Oficina especializada en seguros de decesos,"Avenida de Las Águilas, 2B, bajos local 1, Madrid",28044,3.2,43.0,"point_of_interest, establishment",40.3845501,-3.7651606,Otros / No categorizado
Aula de Cultura Valle Inclán,"Calle de José de Cadalso, 50, Madrid",28044,,,"school, point_of_interest, establishment",40.380208,-3.772835700000001,Educación
MAPFRE,"Calle Rafael Finat, 117, Madrid",28044,4.5,27.0,"insurance_agency, accounting, finance, health, point_of_interest, establishment",40.3750781,-3.772821099999999,Salud
Ibercaja Banco,"Calle de Blas Cabrera, 75, Madrid",28044,3.6,13.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3786634,-3.7733849,Comercio / Servicios
Inventarios y Proyectos de Señalización Vial S.L.,"Avenida de Las Águilas, 2B, Madrid",28044,1.0,1.0,"health, point_of_interest, establishment",40.3845501,-3.7651606,Salud
Lexcom Asesores,"Avenida de Las Águilas, 2b, 2ª, Oficina 3, Madrid",28044,4.2,9.0,"lawyer, accounting, finance, point_of_interest, establishment",40.3844967,-3.7649852,Finanzas y Seguros
Centro de Día para Mayores SANIVIDA Latina,"Calle del Doctor Blanco Soler, 20, Madrid",28044,4.1,15.0,"point_of_interest, establishment",40.38236879999999,-3.7676492,Otros / No categorizado
Centro Relojero (Joyerías Relojerías),"Calle de Oliva de Plasencia, 27, Madrid",28044,4.3,18.0,"point_of_interest, store, establishment",40.37917789999999,-3.7774335,Comercio / Servicios
Pharmacy Cuatro Vientos,"Carretera Barrio de la Fortuna, 6, Madrid",28044,3.1,42.0,"pharmacy, health, point_of_interest, store, establishment",40.371919,-3.7660481,Comercio / Servicios
Tapicerías La Torre,"Calle de Luis Claudio, 16, Madrid",28044,4.5,25.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.37136,-3.76068,Comercio / Servicios
Church St. Hilario de Poitiers,"Calle de Luis Chamizo, 7, Madrid",28044,4.5,142.0,"church, place_of_worship, point_of_interest, establishment",40.3865118,-3.7658332,Religión / Culto
El Rincón del Greco,"Avenida de Nuestra Señora de Fátima, 98, Madrid",28044,4.5,1019.0,"bar, restaurant, food, point_of_interest, establishment",40.38000050000001,-3.7490893,Restauración
Alimentación Preparada El Dorado S.L.,"C.C. San Ignacio de Loyola, Calle de Oliva de Plasencia, 1, Local 214, Madrid",28044,3.1,64.0,"restaurant, food, point_of_interest, store, establishment",40.3785713,-3.7792523,Restauración
Banco Santander,"Calle de José de Cadalso, 25, Madrid",28044,2.8,16.0,"bank, atm, finance, point_of_interest, establishment",40.3808935,-3.7713273,Comercio / Servicios
"Centro Aéreo Iber, S.L.","Carretera Barrio de la Fortuna, s/n, Madrid",28044,5.0,3.0,"point_of_interest, establishment",40.3685037,-3.780283899999999,Otros / No categorizado
k2 Estudio de Ingeniería,"Avenida de Las Águilas, 2B, Oficina 5/3, Madrid",28044,3.0,2.0,"point_of_interest, establishment",40.3845435,-3.765044099999999,Otros / No categorizado
LOGISBROKER CSSL,"Calle Rafael Finat, 60, Madrid",28044,,,"insurance_agency, point_of_interest, establishment",40.3756373,-3.7732962,Finanzas y Seguros
Madrid,Madrid,28045,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Rafaelhoteles Atocha,"Calle de Méndez Álvaro, 30, Madrid",28045,4.1,4106.0,"lodging, point_of_interest, establishment",40.401368,-3.6870781,Alojamiento
AC Hotel Atocha,"Calle de las Delicias, 42, Madrid",28045,4.3,1884.0,"lodging, point_of_interest, establishment",40.4038003,-3.6900165,Alojamiento
AC Hotel Carlton Madrid,"Paseo de las Delicias, 26, Madrid",28045,4.3,1613.0,"lodging, point_of_interest, establishment",40.4051228,-3.6937021,Alojamiento
Hotel NH Madrid Atocha,"Paseo de la Infanta Isabel, 9, Madrid",28045,4.2,1566.0,"lodging, point_of_interest, establishment",40.40769,-3.689457,Alojamiento
Mediodía Hotel,"Plaza del Emperador Carlos V, 8, Madrid",28045,4.2,3425.0,"lodging, point_of_interest, establishment",40.4085732,-3.692866899999999,Alojamiento
Hotel Praga,"Calle de Antonio López, 65, Madrid",28045,4.1,7584.0,"lodging, point_of_interest, establishment",40.394073,-3.707562,Alojamiento
Hotel Agumar,"Paseo de la Reina Cristina, 7, Madrid",28045,4.0,4915.0,"lodging, point_of_interest, establishment",40.40702210000001,-3.6832129,Alojamiento
Casa de Asturias,"Calle de Argumosa, 4, Madrid",28045,3.8,2504.0,"restaurant, food, point_of_interest, establishment",40.4081497,-3.699811,Restauración
Hotel Catalonia El Retiro,"Avenida de la Ciudad de Barcelona, 113, Madrid",28045,4.5,1745.0,"lodging, point_of_interest, establishment",40.398902,-3.670035,Alojamiento
Hotel NH Madrid Nacional,"Paseo del Prado, 48, Madrid",28045,4.3,3940.0,"lodging, point_of_interest, establishment",40.409962,-3.692673999999999,Alojamiento
URBANSEA Atocha 113,"Calle de Atocha, 113, Madrid",28045,4.0,805.0,"lodging, point_of_interest, establishment",40.4103724,-3.6946021,Alojamiento
Hotel Madrid Río,"Calle de Antonio López, 168, Madrid",28045,3.5,2183.0,"lodging, point_of_interest, establishment",40.3886679,-3.7004044,Alojamiento
Hotel Sancho,"Paseo de las Delicias, 56, Madrid",28045,4.3,862.0,"lodging, point_of_interest, establishment",40.40010929999999,-3.6943302,Alojamiento
Hotel Mora,"Paseo del Prado, 32, 1, Madrid",28045,3.9,1185.0,"lodging, point_of_interest, establishment",40.411297,-3.693177699999999,Alojamiento
La Parrilla de Usera,"Calle de la Pilarica, 29, Madrid",28045,4.3,1320.0,"restaurant, food, point_of_interest, establishment",40.3858014,-3.703238299999999,Restauración
Hostal Residencia Fernandez,"Calle de Sánchez Bustillo, 3, Madrid",28045,4.0,439.0,"lodging, point_of_interest, establishment",40.4091813,-3.6937662,Alojamiento
Hotel Mexico,"Calle del Gobernador, 24, Madrid",28045,3.8,627.0,"lodging, point_of_interest, establishment",40.4114786,-3.694286,Alojamiento
Hotel Artrip,"Calle de Valencia, 11, Madrid",28045,4.7,451.0,"lodging, point_of_interest, establishment",40.40717309999999,-3.700016599999999,Alojamiento
Centro,Centro,28045,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851,Administración / Localidad
Hotel Gran Legazpi,"HOTEL GRAN LEGAZPI, Paseo de la Chopera, 71, BAJO, Madrid",28045,4.0,1551.0,"lodging, point_of_interest, establishment",40.3919874,-3.695993400000001,Alojamiento
Rafaelhoteles Pirámides,"Paseo de las Acacias, 40, Madrid",28045,4.2,1338.0,"lodging, point_of_interest, establishment",40.4024822,-3.711509,Alojamiento
Kapital,"Calle de Atocha, 125, Madrid",28045,3.7,9405.0,"night_club, point_of_interest, establishment",40.4097611,-3.6931083,Otros / No categorizado
restaurante asiatico fang,"Calle de Embajadores, 186, Madrid",28045,4.0,522.0,"restaurant, food, point_of_interest, establishment",40.39321649999999,-3.6942975,Restauración
